Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
Legg Mason Classic Valuation A,Legg Mason,LMCAX,FOUSA08N3J,20090203,Large Value,U.S. Equity,A,No,19991108,LMCVX,No,20091218,Merged,ClearBridge Large Cap Value A,,"745,480.0000000000","25,169,533.0000000000",96,,,,S&P 500 TR USD,,,,,
Legg Mason Classic Valuation C,Legg Mason,LMCVX,FOUSA00H9A,19991108,Large Value,U.S. Equity,C,Yes,19991108,LMCVX,No,20091218,Merged,ClearBridge Large Cap Value C,,"23,154,011.0000000000","25,169,533.0000000000",96,1 Star,,,S&P 500 TR USD,,,,,
Legg Mason Classic Valuation Inst,Legg Mason,,FOUSA05GHL,20010713,Large Value,U.S. Equity,Inst,No,19991108,LMCVX,No,20091218,Merged,ClearBridge Large Cap Value I,,"1,270,042.0000000000","25,169,533.0000000000",93,1 Star,,,S&P 500 TR USD,,,,,
ING Neuberger Berman Regency A,Voya,,FOUSA05GH6,20061220,Mid-Cap Blend,U.S. Equity,Adv,No,20060103,,No,20080425,Merged,ING Pioneer Mid Cap Value Port Adv,,"1,000.0000000000","25,112,047.0000000000",,,,,S&P 500 TR USD,,,,,
ING Neuberger Berman Regency I,Voya,,FOUSA05GH8,20060103,Mid-Cap Blend,U.S. Equity,Other,Yes,20060103,,No,20080425,Merged,ING InvTr Pioneer Mid Cap Value Port I,,"4,379,455.0000000000","25,112,047.0000000000",,,,,S&P 500 TR USD,,,,,
ING Neuberger Berman Regency S,Voya,,FOUSA05GH5,20060112,Mid-Cap Blend,U.S. Equity,S,No,20060103,,No,20080425,Merged,ING Pioneer Mid Cap Value Port S,,"20,732,592.0000000000","25,112,047.0000000000",,,,,S&P 500 TR USD,,,,,
Evergreen Golden Core Opp B,Wells Fargo Funds,ECOBX,FOUSA06O09,20071217,Mid-Cap Blend,U.S. Equity,B,No,20071217,ECOIX,No,20100716,Merged,Wells Fargo Advantage Sm/Md Cap Core A,,"2,420,370.0000000000","25,071,476.0000000000",,,,,S&P 500 TR USD,,,,,
Wells Fargo Advantage Sm/Md Cap Core A,Wells Fargo Funds,ECOAX,FOUSA06O08,20071217,Mid-Cap Blend,U.S. Equity,A,No,20071217,ECOIX,No,20130301,Merged,Wells Fargo Common Stock A,,"17,010,115.0000000000","25,071,476.0000000000",52,3 Stars,,,S&P 500 TR USD,,,,,
Wells Fargo Advantage Sm/Md Cap Core Adm,Wells Fargo Funds,ECOIX,FOUSA06O0B,20071217,Mid-Cap Blend,U.S. Equity,Inst,Yes,20071217,ECOIX,No,20130301,Merged,Wells Fargo Common Stock Admin,,"3,047,257.0000000000","25,071,476.0000000000",45,4 Stars,,,S&P 500 TR USD,,,,,
Wells Fargo Advantage Sm/Md Cap Core C,Wells Fargo Funds,ECOCX,FOUSA06O0A,20071217,Mid-Cap Blend,U.S. Equity,C,No,20071217,ECOIX,No,20130301,Merged,Wells Fargo Common Stock C,,"3,283,335.0000000000","25,071,476.0000000000",64,3 Stars,,,S&P 500 TR USD,,,,,
Wells Fargo Advantage Sm/Md Cap Core I,Wells Fargo Funds,ECONX,F00000J8L5,20100730,Mid-Cap Blend,U.S. Equity,Inst,No,20071217,ECOIX,No,20130301,Merged,Wells Fargo Common Stock Inst,,"1,730,769.0000000000","25,071,476.0000000000",,,,,S&P 500 TR USD,,,,,
Natixis Moderate Diversified A,,AMDPX,FOUSA05949,20040715,Allocation--50% to 70% Equity,Allocation,A,Yes,20040715,AMDPX,No,20081205,Liquidated,,,"5,317,682.0000000000","25,058,724.0000000000",,1 Star,,,Morningstar Mod Tgt Risk TR USD,,,,,
Natixis Moderate Diversified C,,CMDPX,FOUSA0594A,20040715,Allocation--50% to 70% Equity,Allocation,C,No,20040715,AMDPX,No,20081205,Liquidated,,,"19,741,042.0000000000","25,058,724.0000000000",,1 Star,,,Morningstar Mod Tgt Risk TR USD,,,,,
Timothy Plan Aggressive Growth B,Timothy Plan,TBAGX,FOUSA02SVB,20001009,Mid-Cap Growth,U.S. Equity,B,No,20001005,TAAGX,No,20110224,Junk,,,,"25,037,770.8200000000",,,,,S&P 500 TR USD,,,,,
Thrivent Large Cap Index A,Thrivent Funds,AALCX,FOUSA00ARK,20000630,Large Blend,U.S. Equity,A,Yes,20000630,AALCX,Yes,20090615,Liquidated,,,"24,998,594.0000000000","24,998,594.0000000000",,2 Stars,,,S&P 500 TR USD,,,,,
American Indep Short Term Bd C,American Independence,ITBSX,FOUSA05HPB,19970121,Short-Term Bond,Taxable Bond,C,No,19970121,,No,20100715,Liquidated,,,7.0000000000,"24,996,304.0000000000",75,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.0840000000,0.1850000000,,
BlackRock Small Cap Core Inst,BlackRock,BSQIX,FOUSA058QV,20020102,Small Growth,U.S. Equity,Inst,Yes,20020102,BSQIX,No,20110428,Liquidated,,,"5,600,039.0000000000","24,994,620.0000000000",89,2 Stars,,,S&P 500 TR USD,,,,,
BlackRock Small Cap Core Inv A,BlackRock,BSQAX,FOUSA058QS,20020102,Small Growth,U.S. Equity,A,No,20020102,BSQIX,No,20110428,Liquidated,,,"8,118,193.0000000000","24,994,620.0000000000",90,1 Star,,,S&P 500 TR USD,,,,,
BlackRock Small Cap Core Inv B,BlackRock,BSQBX,FOUSA058QT,20020102,Small Growth,U.S. Equity,B,No,20020102,BSQIX,No,20110428,Liquidated,,,"1,847,300.0000000000","24,994,620.0000000000",94,1 Star,,,S&P 500 TR USD,,,,,
BlackRock Small Cap Core Inv C,BlackRock,BSQCX,FOUSA058QU,20020102,Small Growth,U.S. Equity,C,No,20020102,BSQIX,No,20110428,Liquidated,,,"9,214,355.0000000000","24,994,620.0000000000",93,1 Star,,,S&P 500 TR USD,,,,,
BlackRock Small Cap Core Svc,BlackRock,BSQSX,FOUSA058QW,20020102,Small Growth,U.S. Equity,S,No,20020102,BSQIX,No,20110428,Liquidated,,,"214,733.0000000000","24,994,620.0000000000",89,2 Stars,,,S&P 500 TR USD,,,,,
Seligman Municipal NJ A,Seligman,SNJTX,FOUSA00F2X,19880216,Muni New Jersey,Municipal Bond,A,Yes,19880216,SNJTX,No,20090710,Merged,Seligman Municipal National A,,"22,374,645.0000000000","24,947,018.0000000000",39,2 Stars,,,BBgBarc Municipal TR USD,,,,,
Seligman Municipal NJ C,Seligman,SNJCX,FOUSA02UA3,19990527,Muni New Jersey,Municipal Bond,C,No,19880216,SNJTX,No,20090710,Merged,Seligman Municipal National C,,"2,572,373.0000000000","24,947,018.0000000000",63,3 Stars,,,BBgBarc Municipal TR USD,,,,,
Seligman Municipal NJ D,Seligman,,FOUSA00EG8,19940201,Muni New Jersey,Municipal Bond,D,No,19880216,SNJTX,No,20080521,Merged,Seligman Municipal NJ C,,"935,122.0000000000","24,947,018.0000000000",,2 Stars,,,BBgBarc Municipal TR USD,,,,,
UBS High Yield B,Nationwide,BNHBX,FOUSA02TX8,20011107,High Yield Bond,Taxable Bond,B,No,19970930,GGYIX,No,20120301,Merged,Nationwide High Yield Bond A,,"333,122.0000000000","24,924,582.0000000000",60,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Loomis Sayles Multi-Asset Real Return A,Natixis Funds,MARAX,F00000J71G,20100930,Multialternative,Alternative,A,No,20100930,MARYX,No,20131031,Liquidated,,,"333,786.0000000000","24,920,094.0000000000",71,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Loomis Sayles Multi-Asset Real Return C,Natixis Funds,MARCX,F00000J71H,20100930,Multialternative,Alternative,C,No,20100930,MARYX,No,20131031,Liquidated,,,"62,158.0000000000","24,920,094.0000000000",75,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Loomis Sayles Multi-Asset Real Return Y,Natixis Funds,MARYX,F00000J71I,20100930,Multialternative,Alternative,Inst,Yes,20100930,MARYX,No,20131031,Liquidated,,,"24,524,150.0000000000","24,920,094.0000000000",67,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Managers International Equity,AMG Funds III,MGITX,FOUSA00DUU,19851231,Foreign Large Blend,International Equity,No Load,Yes,19851231,MGITX,No,20120309,Liquidated,,,"24,911,131.0000000000","24,911,131.0000000000",92,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
DWS Target 2010,Deutsche Asset & Wealth Mngt,KRFAX,FOUSA00DBX,19900205,Allocation--30% to 50% Equity,Allocation,No Load,Yes,19900205,KRFAX,No,20101115,Liquidated,,,"24,867,563.0000000000","24,867,563.0000000000",79,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Touchstone Large Cap Relative Value A,Touchstone,TRVAX,F000003WZM,20090930,Large Blend,U.S. Equity,A,No,20090930,TRVIX,No,20130326,Liquidated,,,"947,624.0000000000","24,849,952.0000000000",93,1 Star,,,S&P 500 TR USD,,,,,
Touchstone Large Cap Relative Value C,Touchstone,TRVCX,F000003X0S,20090930,Large Blend,U.S. Equity,C,No,20090930,TRVIX,No,20130326,Liquidated,,,"277,150.0000000000","24,849,952.0000000000",96,1 Star,,,S&P 500 TR USD,,,,,
Touchstone Large Cap Relative Value Inst,Touchstone,TRVIX,F000003X0L,20090930,Large Blend,U.S. Equity,Inst,Yes,20090930,TRVIX,No,20130326,Liquidated,,,"22,999,443.0000000000","24,849,952.0000000000",90,2 Stars,,,S&P 500 TR USD,,,,,
Touchstone Large Cap Relative Value Y,Touchstone,TRVYX,F000003X0M,20090930,Large Blend,U.S. Equity,Adv,No,20090930,TRVIX,No,20130326,Liquidated,,,"625,735.0000000000","24,849,952.0000000000",91,2 Stars,,,S&P 500 TR USD,,,,,
Forward International Equity A,Forward Funds,AAIQX,FOUSA05BCX,20030929,Foreign Large Blend,International Equity,A,No,19941003,ACIEX,No,20091120,Liquidated,,,"5,454,619.0000000000","24,793,043.0000000000",86,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Forward International Equity C,Forward Funds,AICIX,FOUSA04AMO,20021230,Foreign Large Blend,International Equity,C,No,19941003,ACIEX,No,20100809,Merged,Forward International Equity Inv,,"638,269.0000000000","24,793,043.0000000000",93,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Forward International Equity Instl,Forward Funds,ACIEX,FOUSA00EAO,19941003,Foreign Large Blend,International Equity,Inst,Yes,19941003,ACIEX,No,20120430,Liquidated,,,"4,105,753.0000000000","24,793,043.0000000000",12,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Forward International Equity Inv,Forward Funds,AIINX,FOUSA00J3Z,19980706,Foreign Large Blend,International Equity,Inv,No,19941003,ACIEX,No,20120430,Liquidated,,,"1,803,347.0000000000","24,793,043.0000000000",15,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Forward International Equity Z,Forward Funds,,F000002RB2,20090505,Foreign Large Blend,International Equity,Inst,No,19941003,ACIEX,No,20120430,Liquidated,,,"18,883,943.0000000000","24,793,043.0000000000",11,,,,MSCI ACWI Ex USA NR USD,,,,,
Northern Institutional Interm Bond A,Northern Funds,NIBAX,FOUSA00J4F,19970801,Intermediate Core Bond,Taxable Bond,A,Yes,19970801,NIBAX,No,20121029,Merged,Northern Fixed Income,,"24,749,302.0000000000","24,749,302.0000000000",78,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.9140000000,0.8090000000,,
Northern Institutional Interm Bond D,Northern Funds,NOIDX,FOUSA00JQS,19981002,Intermediate Core Bond,Taxable Bond,D,No,19970801,NIBAX,No,20111128,Merged,Northern Institutional Interm Bond A,,"3,445.0000000000","24,749,302.0000000000",84,2 Stars,,,BBgBarc US Agg Bond TR USD,,0.4950000000,0.8490000000,,
Dreyfus Limited-Term Income A,Dreyfus,,FOUSA00F1W,19940407,Intermediate Core Bond,Taxable Bond,A,No,19910711,,No,20081217,Merged,Dreyfus Intermediate Term Income A,,"11,966,289.0000000000","24,673,879.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -4.3700000000",1.0160000000,,
Dreyfus Limited-Term Income B,Dreyfus,DPIBX,FOUSA00C5Z,19941219,Intermediate Core Bond,Taxable Bond,B,No,19910711,,No,20081217,Merged,Dreyfus Intermediate Term Income B,,"1,170,263.0000000000","24,673,879.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -4.8630000000",1.0260000000,,
Dreyfus Limited-Term Income C,Dreyfus,,FOUSA00B7S,19941219,Intermediate Core Bond,Taxable Bond,C,No,19910711,,No,20081217,Merged,Dreyfus Intermediate Term Income C,,"5,577,400.0000000000","24,673,879.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -4.8800000000",1.0110000000,,
Dreyfus Limited-Term Income I,Dreyfus,,FOUSA00DEG,19910711,Intermediate Core Bond,Taxable Bond,Inst,Yes,19910711,,No,20081217,Merged,Dreyfus Intermediate Term Income I,,"5,959,927.0000000000","24,673,879.0000000000",,3 Stars,,,BBgBarc US Agg Bond TR USD,," -4.1240000000",1.0180000000,,
Morgan Stanley Inst Long Dur Fix Inc I,Morgan Stanley,,FOUSA05IM9,20060721,Long-Term Bond,Taxable Bond,Inst,Yes,20060721,,No,20120511,Liquidated,,,"24,033,784.0000000000","24,623,550.0000000000",65,3 Stars,,,BBgBarc US Agg Bond TR USD,," -3.6240000000",2.5620000000,,
Morgan Stanley Inst Long Dur Fix Inc P,Morgan Stanley,MSFVX,FOUSA05IE5,20060721,Long-Term Bond,Taxable Bond,Other,No,20060721,,No,20120511,Liquidated,,,"589,766.0000000000","24,623,550.0000000000",69,3 Stars,,,BBgBarc US Agg Bond TR USD,," -3.8810000000",2.5640000000,,
Morgan Stanley Income A,Morgan Stanley,,FOUSA00GQY,19970728,Intermediate Core Bond,Taxable Bond,A,No,19890503,IISBX,No,20090325,Liquidated,,,"15,031,077.0000000000","24,499,542.0000000000",,1 Star,,,BBgBarc US Agg Bond TR USD,," -6.9730000000",1.5460000000,,
Morgan Stanley Income B,Morgan Stanley,IISBX,FOUSA00BZX,19890503,Intermediate Core Bond,Taxable Bond,B,Yes,19890503,IISBX,No,20090325,Liquidated,,,"7,129,088.0000000000","24,499,542.0000000000",,1 Star,,,BBgBarc US Agg Bond TR USD,," -7.5180000000",1.5420000000,,
Morgan Stanley Income C,Morgan Stanley,IISCX,FOUSA00GR0,19970728,Intermediate Core Bond,Taxable Bond,C,No,19890503,IISBX,No,20090325,Liquidated,,,"1,969,163.0000000000","24,499,542.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -7.5380000000",1.5380000000,,
Morgan Stanley Income I,Morgan Stanley,IISDX,FOUSA00JNO,19970728,Intermediate Core Bond,Taxable Bond,Inst,No,19890503,IISBX,No,20090325,Liquidated,,,"370,214.0000000000","24,499,542.0000000000",,2 Stars,,,BBgBarc US Agg Bond TR USD,," -6.7340000000",1.5550000000,,
Managers AMG Systematic Mid Cap Val C,AMG Funds,SYCMX,FOUSA05KR0,20061221,Mid-Cap Value,U.S. Equity,C,No,20061221,SYIMX,No,20121130,Merged,AMG Systematic Mid Cap Value N,,"2,024,898.0000000000","24,472,672.6500000000",59,3 Stars,,,S&P 500 TR USD,,,,,
Artio Emerging Markets Local Ccy Dbt A,Artio Global,AEFAX,F00000JQFU,20110524,Emerging Markets Bond,Taxable Bond,A,No,20110524,AEFIX,No,20130419,Liquidated,,,"11,614,091.0000000000","24,457,551.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Artio Emerging Markets Local Ccy Dbt I,Artio Global,AEFIX,F00000JQFV,20110524,Emerging Markets Bond,Taxable Bond,Inst,Yes,20110524,AEFIX,No,20130419,Liquidated,,,"12,843,460.0000000000","24,457,551.0000000000",,,,,BBgBarc US Agg Bond TR USD,,,,,
Forward Small Cap Equity A,Forward Funds,FFHAX,FOUSA05H6Q,20050502,Small Growth,U.S. Equity,A,No,19981001,,No,20121130,Merged,Forward Small Cap Equity Investor,,"532,584.0000000000","24,440,327.0000000000",98,1 Star,,,S&P 500 TR USD,,,,,
Dreyfus Health Care A,Dreyfus,DHCAX,FOUSA02UR9,20010629,Health,Sector Equity,A,Yes,20010629,DHCAX,No,20100113,Liquidated,,,"21,288,033.0000000000","24,436,330.0000000000",28,3 Stars,,,MSCI ACWI NR USD,,,,,
Dreyfus Health Care B,Dreyfus,DHCBX,FOUSA02W11,20021115,Health,Sector Equity,B,No,20010629,DHCAX,No,20100113,Liquidated,,,"693,937.0000000000","24,436,330.0000000000",42,3 Stars,,,MSCI ACWI NR USD,,,,,
Dreyfus Health Care C,Dreyfus,DHCCX,FOUSA02W10,20021115,Health,Sector Equity,C,No,20010629,DHCAX,No,20100113,Liquidated,,,"2,225,371.0000000000","24,436,330.0000000000",41,3 Stars,,,MSCI ACWI NR USD,,,,,
Dreyfus Health Care I,Dreyfus,DHCRX,FOUSA02W0Y,20021115,Health,Sector Equity,Inst,No,20010629,DHCAX,No,20100113,Liquidated,,,"228,989.0000000000","24,436,330.0000000000",25,4 Stars,,,MSCI ACWI NR USD,,,,,
Dreyfus Health Care T,Dreyfus,DHCTX,FOUSA02W0Z,20021115,Health,Sector Equity,T,No,20010629,DHCAX,No,20090204,Merged,Dreyfus Health Care A,,"359,961.0000000000","24,436,330.0000000000",,3 Stars,,,MSCI ACWI NR USD,,,,,
Mutual of America Aggressive Eq Instl,Mutual of America,,FOUSA00AWN,20000901,Small Blend,U.S. Equity,Inst,Yes,20000901,,No,20080208,Liquidated,,,"3,169,054.0000000000","24,427,929.8300000000",,2 Stars,,,S&P 500 TR USD,,,,,
Eaton Vance CA Ltd Maturity Muni Inc A,Eaton Vance,,FOUSA00KRC,19960627,Muni California Intermediate,Municipal Bond,A,No,19920529,ELCAX,No,20101105,Merged,Eaton Vance National Ltd Mat Muni Inc A,,"21,774,455.0000000000","24,313,776.0000000000",91,1 Star,,,BBgBarc Municipal TR USD,,,,,
Eaton Vance CA Ltd Maturity Muni Inc B,Eaton Vance,ELCAX,FOUSA00C7K,19920529,Muni California Intermediate,Municipal Bond,B,Yes,19920529,ELCAX,No,20101105,Merged,Eaton Vance National Ltd Mat Muni Inc B,,"231,726.0000000000","24,313,776.0000000000",100,1 Star,,,BBgBarc Municipal TR USD,,,,,
Eaton Vance CA Ltd Maturity Muni Inc C,Eaton Vance,EZCAX,FOUSA05BW2,20050323,Muni California Intermediate,Municipal Bond,C,No,19920529,ELCAX,No,20101105,Merged,Eaton Vance National Ltd Mat Muni Inc C,,"2,307,595.0000000000","24,313,776.0000000000",98,1 Star,,,BBgBarc Municipal TR USD,,,,,
Laudus Rosenberg US Lg Cap Value Inv,,LCVJX,FOUSA05BVO,20050502,Large Value,U.S. Equity,Inv,No,20050502,LLCVX,No,20090728,Merged,Laudus Rosenberg US Lg Cap Value Select,,"659,162.0000000000","24,251,199.0000000000",70,3 Stars,,,S&P 500 TR USD,,,,,
Laudus Rosenberg US Lg Cap Value Select,,LLCVX,FOUSA05BVN,20050502,Large Value,U.S. Equity,Other,Yes,20050502,LLCVX,No,20091022,Liquidated,,,"24,251,199.0000000000","24,251,199.0000000000",65,3 Stars,,,S&P 500 TR USD,,,,,
Huntington OH Tax-Free B,Rational Funds,HOHBX,FOUSA04AUH,20030502,Muni Ohio,Municipal Bond,B,No,19881018,HOHTX,No,20100630,Merged,Huntington OH Tax-Free A,,"897,177.0000000000","24,220,051.0000000000",84,1 Star,,,BBgBarc Municipal TR USD,,,,,
Natixis ASG Growth Markets A,Natixis Funds,,F00000MPAF,20111021,Diversified Emerging Mkts,International Equity,A,No,20111021,AGMYX,No,20130731,Liquidated,,,"2,851.0000000000","24,177,128.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Natixis ASG Growth Markets C,Natixis Funds,,F00000MPAG,20111021,Diversified Emerging Mkts,International Equity,C,No,20111021,AGMYX,No,20130731,Liquidated,,,"45,847.0000000000","24,177,128.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
Natixis ASG Growth Markets Y,Natixis Funds,AGMYX,F00000MPAJ,20111021,Diversified Emerging Mkts,International Equity,Inst,Yes,20111021,AGMYX,No,20130731,Liquidated,,,"24,128,430.0000000000","24,177,128.0000000000",,,,,MSCI ACWI Ex USA NR USD,,,,,
T. Rowe Price Developing Tech,T. Rowe Price,,FOUSA00L74,20000831,Technology,Sector Equity,No Load,Yes,20000831,,No,20081114,Merged,T. Rowe Price Science & Tech,,"24,171,557.0000000000","24,171,557.0000000000",,1 Star,,,MSCI ACWI NR USD,,,,,
Dreyfus International Sm-Cp A,Dreyfus,DSMAX,FOUSA04AFV,20030203,Foreign Small/Mid Value,International Equity,A,No,20030203,DSMRX,No,20090923,Liquidated,,,"14,787,776.0000000000","24,130,736.0000000000",92,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus International Sm-Cp B,Dreyfus,DSMBX,FOUSA04AFZ,20030203,Foreign Small/Mid Value,International Equity,B,No,20030203,DSMRX,No,20090923,Liquidated,,,"2,972,252.0000000000","24,130,736.0000000000",98,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus International Sm-Cp C,Dreyfus,DSMCX,FOUSA04AG2,20030203,Foreign Small/Mid Value,International Equity,C,No,20030203,DSMRX,No,20090923,Liquidated,,,"5,805,434.0000000000","24,130,736.0000000000",97,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus International Sm-Cp I,Dreyfus,DSMRX,FOUSA04AG4,20030203,Foreign Small/Mid Value,International Equity,Inst,Yes,20030203,DSMRX,No,20090923,Liquidated,,,"565,274.0000000000","24,130,736.0000000000",82,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Dreyfus International Sm-Cp T,Dreyfus,DSMTX,FOUSA04AG5,20030203,Foreign Small/Mid Value,International Equity,T,No,20030203,DSMRX,No,20090204,Merged,Dreyfus International Sm-Cp A,,"242,980.0000000000","24,130,736.0000000000",,1 Star,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse Japan Equity A,Credit Suisse AG,CUJAX,FOUSA02U4H,20011130,Japan Stock,International Equity,A,No,19951229,WPJGX,No,20080421,Liquidated,,,"195,319.0000000000","23,991,113.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse Japan Equity Adv,Credit Suisse AG,WPJAX,FOUSA00EB1,19951229,Japan Stock,International Equity,Adv,No,19951229,WPJGX,No,20080421,Liquidated,,,"85,774.0000000000","23,991,113.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Credit Suisse Japan Equity Comm,Credit Suisse AG,WPJGX,FOUSA00CWV,19951229,Japan Stock,International Equity,Other,Yes,19951229,WPJGX,No,20080421,Liquidated,,,"23,710,020.0000000000","23,991,113.0000000000",,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Dynamic Energy Income I,Scotia Institutional Funds,DWEIX,F000002LZ8,20090818,Equity Energy,Sector Equity,Other,Yes,20090818,DWEIX,No,20131231,Liquidated,,,"23,970,124.0000000000","23,970,124.0000000000",,3 Stars,,,MSCI ACWI NR USD,,,,,
Touchstone Global Equity A,Touchstone,TGEAX,F000003WZO,20090930,World Large Stock,International Equity,A,No,20090930,TGFIX,No,20130326,Liquidated,,,"398,367.0000000000","23,837,700.0000000000",85,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Touchstone Global Equity C,Touchstone,TGECX,F000003X0Q,20090930,World Large Stock,International Equity,C,No,20090930,TGFIX,No,20130326,Liquidated,,,"142,712.0000000000","23,837,700.0000000000",88,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Touchstone Global Equity Inst,Touchstone,TGFIX,F000003X0T,20090930,World Large Stock,International Equity,Inst,Yes,20090930,TGFIX,No,20130326,Liquidated,,,"23,085,975.0000000000","23,837,700.0000000000",81,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Touchstone Global Equity Y,Touchstone,TGEYX,F000003X0U,20090930,World Large Stock,International Equity,Adv,No,20090930,TGFIX,No,20130326,Liquidated,,,"210,646.0000000000","23,837,700.0000000000",82,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Forward Mini-Cap,Forward Funds,FFHMX,FOUSA02VVH,20021231,Small Growth,U.S. Equity,Inv,Yes,20021231,FFHMX,No,20090626,Merged,Forward Small Cap Equity Investor,,"4,985,161.0000000000","23,766,949.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Forward Mini-Cap Inst,Forward Funds,FFMIX,FOUSA056LM,20030815,Small Growth,U.S. Equity,Inst,No,20021231,FFHMX,No,20090626,Merged,Forward Small Cap Equity Instl,,"18,781,788.0000000000","23,766,949.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Shelton US Government Securities A,Shelton Capital Management,CAUAX,F00000GVQM,20100506,Short Government,Taxable Bond,A,No,19851204,CAUSX,No,20131206,Liquidated,,,"1,122,049.0000000000","23,756,545.0300000000",21,1 Star,,,BBgBarc US Agg Bond TR USD,," -1.5130000000",0.8790000000,,
Shelton US Government Securities B,Shelton Capital Management,CAUBX,F00000GVQN,20100506,Short Government,Taxable Bond,B,No,19851204,CAUSX,No,20120816,Liquidated,,,"192,298.0000000000","23,756,545.0300000000",14,,,,BBgBarc US Agg Bond TR USD,,,,,
AFBA 5Star Large Cap Adv,AFBA 5Star Fund,,FOUSA02U5Z,20010924,Large Growth,U.S. Equity,A,No,19970603,,No,20080804,Merged,AFBA 5Star Large Cap Growth Adv,,"738,574.0000000000","23,711,159.0000000000",,4 Stars,,,S&P 500 TR USD,,,,,
AFBA Five Star Large Cap B,AFBA 5Star Fund,,FOUSA02U60,20010924,Large Growth,U.S. Equity,B,No,19970603,,No,20080804,Merged,AFBA 5Star Large Cap Growth B,,"58,481.0000000000","23,711,159.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
AFBA Five Star Large Cap C,AFBA 5Star Fund,,FOUSA02U61,20010924,Large Growth,U.S. Equity,C,No,19970603,,No,20080804,Merged,AFBA 5Star Large Cap Growth C,,"419,464.0000000000","23,711,159.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
AFBA Five Star Large Cap I,AFBA 5Star Fund,,FOUSA00CWR,19970603,Large Growth,U.S. Equity,Inst,Yes,19970603,,No,20080804,Merged,AFBA 5Star Large Cap Growth I,,"22,494,640.0000000000","23,711,159.0000000000",,4 Stars,,,S&P 500 TR USD,,,,,
AFBA Five Star Large Cap R,AFBA 5Star Fund,,FOUSA05H06,20040217,Large Growth,U.S. Equity,Retirement,No,19970603,,No,20080401,Liquidated,,,"15,350.0000000000","23,711,159.0000000000",,3 Stars,,,S&P 500 TR USD,,,,,
Forward CorePlus Institutional,Forward Funds,AGROX,FOUSA00F8B,19920824,Allocation--30% to 50% Equity,Allocation,Inst,Yes,19920824,AGROX,No,20121217,Liquidated,,,"6,698,806.0000000000","23,625,965.0000000000",85,2 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
