Name,Firm Name,Ticker,SecId,Inception Date,Morningstar Category,US Category Group,Share Class Type,Oldest Share Class,Inception Date of Fund's Oldest Share Class,Ticker of Fund's Oldest Share Class,Index Fund,Obsolete Date,Obsolete Type,Merged Into Security,Research Flagship Fund Name,Net Assets - Share Class (mo-end) USD,Fund Size Comprehensive (mo-end) USD,Total Ret % Rank Cat 3Y mo-end (mo-end),Morningstar Rating 3Y (mo-end),Morningstar Sustainability Rating (mo-end),Morningstar Analyst Rating (day-end),Morningstar Category Primary Benchmark,Total Return (3Y - mo-end),Alpha Total (excess return) (3Y - mo-end) Cat Curr,Beta Total (excess return) (3Y - mo-end) Cat Curr,Standard Deviation Total (3Y - mo-end) Cat Curr,Sharpe Ratio Total Morningstar (3Y - mo-end) Cat Curr
Invesco Diversified Dividend B,Invesco,LCEDX,FOUSA02U7W,20011231,Large Value,U.S. Equity,B,No,20011231,LCEAX,No,20180126,Merged,Invesco Diversified Dividend A,,,"19,062,261,796.7500000000",84,2 Stars,,,S&P 500 TR USD,,,,,
Vanguard Total Intl Stock Index Signal,Vanguard,VTSGX,F00000JTBW,20101129,Foreign Large Blend,International Equity,Other,No,19960429,VGTSX,Yes,20141024,Merged,Vanguard Total Intl Stock Index Admiral,,"2,433,204,269.0000000000","18,804,071,475.3142000000",64,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Principal MidCap B,Principal Funds,PRMBX,FOUSA05C3A,20050628,Mid-Cap Growth,U.S. Equity,B,No,20001206,PMBPX,No,20150223,Merged,Principal MidCap A,,"13,656,000.0000000000","18,682,922,966.1200000000",18,4 Stars,,,S&P 500 TR USD,,,,,
Principal MidCap P,Principal Funds,,F00000J8TW,20100927,Mid-Cap Growth,U.S. Equity,Other,No,20001206,PMBPX,No,20170623,Merged,Principal MidCap Institutional,,"4,134,947,651.0000000000","18,682,922,966.1200000000",8,5 Stars,,,S&P 500 TR USD,,,,,
JPMorgan Large Cap Growth B,JPMorgan,OGLGX,FOUSA00EX0,19940114,Large Growth,U.S. Equity,B,No,19920228,SEEGX,No,20150619,Liquidated,,,"5,434,333.0000000000","18,504,994,174.8200000000",77,2 Stars,,,S&P 500 TR USD,,,,,
Putnam Ultra Short Duration Income M,Putnam,,F00000MQBH,20111017,Ultrashort Bond,Taxable Bond,M,No,20111017,PSDYX,No,20191125,Merged,Putnam Ultra Short Duration Income A,Putnam Ultra Short Duration Income A,"3,626,162.9000000000","18,455,394,482.7900000000",70,2 Stars,,Bronze,BBgBarc US Agg Bond TR USD,1.8088640000,0.1440000000,0.0060000000,0.2860000000,0.6670000000
Putnam Ultra Short Duration Income R5,Putnam,,F00000OLJX,20120702,Ultrashort Bond,Taxable Bond,Retirement,No,20111017,PSDYX,No,20151127,Liquidated,,,"10,218.0000000000","18,455,394,482.7900000000",32,4 Stars,,,BBgBarc US Agg Bond TR USD,,0.5200000000,0.0150000000,,
BlackRock High Yield Bond Inv B,BlackRock,BHYBX,FOUSA00GVM,19981119,High Yield Bond,Taxable Bond,B,No,19981119,BRHYX,No,20171227,Merged,BlackRock High Yield Bond Inv A,,,"17,869,637,540.6400000000",76,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
BlackRock High Yield Bond Inv B1,BlackRock,BHYDX,FOUSA05K3E,20061002,High Yield Bond,Taxable Bond,B,No,19981119,BRHYX,No,20171227,Merged,BlackRock High Yield Bond Inv A,,,"17,869,637,540.6400000000",65,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Vanguard Developed Markets Index Admiral,Vanguard,VDMAX,F00000MPYH,20110927,Foreign Large Blend,International Equity,Other,No,,,Yes,20140404,Merged,Vanguard Developed Markets Index Admiral,,"3,273,797,829.0000000000","17,678,041,475.0000000000",21,,,,MSCI ACWI Ex USA NR USD,,,,,
Vanguard Developed Markets Index I,Vanguard,VIDMX,F0000044TM,20100122,Foreign Large Blend,International Equity,Inst,No,,,Yes,20140404,Merged,Vanguard Developed Markets Index Instl,,"7,297,486,639.0000000000","17,678,041,475.0000000000",21,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Vanguard Developed Markets Index InstPls,Vanguard,VDMPX,F00000LLU2,20101129,Foreign Large Blend,International Equity,Inst,No,,,Yes,20140404,Merged,Vanguard Developed Markets Index Ins Pls,,"5,421,753,854.0000000000","17,678,041,475.0000000000",20,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Vanguard Developed Markets Index Inv,Vanguard,VDMIX,FOUSA00IUU,20000508,Foreign Large Blend,International Equity,Inv,No,,,Yes,20140404,Merged,Vanguard Developed Markets Index Inv,,"1,685,003,153.0000000000","17,678,041,475.0000000000",22,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Lord Abbett Bond Debenture T,Lord Abbett,ALPTX,F00000YRCZ,20170728,Multisector Bond,Taxable Bond,T,No,19710401,LBNDX,No,20180724,Liquidated,,,"10,158.0000000000","17,037,440,493.0000000000",9,,,,BBgBarc US Agg Bond TR USD,,,,,
Lord Abbett Bond-Debenture B,Lord Abbett,LBNBX,FOUSA00K0N,19960801,Multisector Bond,Taxable Bond,B,No,19710401,LBNDX,No,20180425,Liquidated,,Lord Abbett Bond-Debenture I,"2,336,597.0000000000","17,037,440,493.0000000000",19,4 Stars,,,BBgBarc US Agg Bond TR USD,,3.2610000000,0.3850000000,,
Franklin CA Tax-Free Income M,Franklin Templeton Investments,,F0000101Z0,20180201,Muni California Long,Municipal Bond,M,No,19770131,FKTFX,No,20180608,Liquidated,,Franklin CA Tax Free Income A1,,"16,948,036,692.0200000000",43,,,,BBgBarc Municipal TR USD,,,,,
Fidelity® Strategic Income B,Fidelity Investments,,FOUSA00EG1,19941031,Multisector Bond,Taxable Bond,B,No,19941031,FSIAX,No,20160624,Merged,Fidelity® Strategic Income A,,"50,808,175.0000000000","16,931,331,522.7000000000",71,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.6690000000",0.8170000000,,
American Funds American High-Inc 529B,American Funds,,FOUSA02UXA,20020225,High Yield Bond,Taxable Bond,B,No,19880219,AHITX,No,20170410,Merged,American Funds American High-Inc 529A,,"69,769.0000000000","16,887,524,293.0000000000",89,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
American Funds American High-Inc B,American Funds,,FOUSA00J49,20000315,High Yield Bond,Taxable Bond,B,No,19880219,AHITX,No,20170410,Merged,American Funds American High-Inc A,,"2,201,844.0000000000","16,887,524,293.0000000000",88,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
BlackRock Total Return Inv B,BlackRock,MBHQX,FOUSA00DTF,20070924,Intermediate Core-Plus Bond,Taxable Bond,B,No,20011207,MPHQX,No,20171227,Merged,BlackRock Total Return Inv A,,,"16,773,130,525.9200000000",67,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
BlackRock Total Return Inv B1,BlackRock,MGHQX,FOUSA05KAD,20070924,Intermediate Core-Plus Bond,Taxable Bond,B,No,20011207,MPHQX,No,20150623,Merged,BlackRock Total Return Inv A1,,"57,158.0000000000","16,773,130,525.9200000000",8,5 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Fidelity® Series International Growth F,Fidelity Investments,,F000003Z41,20091203,Foreign Large Growth,International Equity,Inst,No,20091203,FIGSX,No,20170825,Merged,Fidelity® Series International Growth,,"8,113,469,050.0000000000","16,699,189,008.4200000000",13,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
American Funds US Government Sec 529B,American Funds,,FOUSA02UY9,20020220,Intermediate Government,Taxable Bond,B,No,19851017,AMUSX,No,20170410,Merged,American Funds US Government Sec 529A,,"71,035.0000000000","16,628,393,214.0000000000",77,2 Stars,,,BBgBarc US Agg Bond TR USD,," -1.1850000000",0.8790000000,,
American Funds US Government Sec B,American Funds,,FOUSA00GMA,20000315,Intermediate Government,Taxable Bond,B,No,19851017,AMUSX,No,20170410,Merged,American Funds US Government Sec A,,"994,811.0000000000","16,628,393,214.0000000000",72,2 Stars,,,BBgBarc US Agg Bond TR USD,," -0.9700000000",0.8860000000,,
JPMorgan Mid Cap Value B,JPMorgan,JBMCX,FOUSA02SZY,20010430,Mid-Cap Value,U.S. Equity,B,No,19971113,FLMVX,No,20150619,Liquidated,,,"6,779,585.0000000000","16,548,226,563.2800000000",59,3 Stars,,,S&P 500 TR USD,,,,,
American Funds Intl Gr and Inc 529B,American Funds,,FOUSA06YLI,20081001,Foreign Large Blend,International Equity,B,No,20081001,IGFFX,No,20170410,Merged,American Funds Intl Gr and Inc529A,,"16,802.0000000000","16,463,372,655.0000000000",91,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
American Funds Intl Gr and Inc B,American Funds,,FOUSA06YLD,20081001,Foreign Large Blend,International Equity,B,No,20081001,IGFFX,No,20170410,Merged,American Funds Intl Gr and Inc A,,"675,072.0000000000","16,463,372,655.0000000000",90,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Vanguard Large Cap Index Signal,Vanguard,VLCSX,FOUSA05IV8,20070830,Large Blend,U.S. Equity,Other,No,20040127,VV,Yes,20141024,Merged,Vanguard Large Cap Index Admiral,,"462,936,631.0000000000","16,457,801,072.5510000000",29,4 Stars,,,S&P 500 TR USD,,,,,
ClearBridge Large Cap Growth B,Legg Mason,,FOUSA00JT6,19970829,Large Growth,U.S. Equity,B,No,19970829,SBLGX,No,20151215,Merged,ClearBridge Large Cap Growth A,,"10,396,096.0000000000","16,040,687,005.7300000000",11,4 Stars,,,S&P 500 TR USD,,,,,
PIMCO Investment Grade Corp Bd D,PIMCO,PBDDX,FOUSA058R5,20040730,Corporate Bond,Taxable Bond,D,No,20000428,PIGIX,No,20180323,Merged,PIMCO Investment Grade Credit Bond A,,"725,884,700.0000000000","15,674,026,514.4000000000",18,4 Stars,,,BBgBarc US Agg Bond TR USD,,1.7740000000,1.1750000000,,
Fidelity® Series International Value F,Fidelity Investments,,F000003Z40,20091203,Foreign Large Value,International Equity,Inst,No,20091203,FINVX,No,20170825,Merged,Fidelity® Series International Value,,"8,127,356,578.0000000000","15,652,296,116.3300000000",34,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Oppenheimer International Growth B,Invesco,IGRWX,FOUSA00KGV,19960325,Foreign Large Growth,International Equity,B,No,19960325,OIGAX,No,20180601,Merged,Oppenheimer International Growth A,,"357,997.5100000000","15,519,215,376.4500000000",82,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
JPMorgan US Equity B,JPMorgan,JUEBX,FOUSA02TMX,20010907,Large Blend,U.S. Equity,B,No,19930917,JMUEX,No,20150619,Liquidated,,,"3,665,158.0000000000","15,489,675,447.3600000000",20,4 Stars,,,S&P 500 TR USD,,,,,
PIMCO Short-Term B,PIMCO,PTSBX,FOUSA00I38,19970120,Ultrashort Bond,Taxable Bond,B,No,19871007,PTSHX,No,20150325,Merged,PIMCO Short-Term A,,"218,158.0000000000","15,342,843,560.9000000000",64,1 Star,,,BBgBarc US Agg Bond TR USD,,0.3410000000,0.0500000000,,
PIMCO Short-Term D,PIMCO,PSHDX,FOUSA00JH8,19980408,Ultrashort Bond,Taxable Bond,D,No,19871007,PTSHX,No,20180323,Merged,PIMCO Short-Term A,,"573,795,946.0000000000","15,342,843,560.9000000000",6,5 Stars,,,BBgBarc US Agg Bond TR USD,,1.3220000000," -0.1240000000",,
JPMorgan Core Plus Bond B,JPMorgan,OINBX,FOUSA00I46,19950531,Intermediate Core-Plus Bond,Taxable Bond,B,No,19930305,HLIPX,No,20150619,Liquidated,,,"1,072,320.0000000000","15,179,791,881.1200000000",37,3 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Vanguard European Stock Index Signal,Vanguard,VESSX,FOUSA05JBL,20061006,Europe Stock,International Equity,Other,No,19900618,VEURX,Yes,20141024,Merged,Vanguard European Stock Index Admiral,,"181,632,193.0000000000","14,816,178,536.2351000000",39,3 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Vanguard Morgan™ Growth Admiral™,Vanguard,VMRAX,FOUSA02T4L,20010514,Large Growth,U.S. Equity,Other,Yes,19681231,VMRGX,No,20190405,Merged,Vanguard US Growth Admiral™,Vanguard Morgan™ Growth Inv,"10,561,799,903.0000000000","14,788,984,237.0000000000",33,4 Stars,Average,,S&P 500 TR USD,16.5199110000,1.4130000000,1.1220000000,12.7890000000,1.1640000000
Vanguard Morgan™ Growth Inv,Vanguard,VMRGX,FOUSA00DXI,19681231,Large Growth,U.S. Equity,Inv,Yes,19681231,VMRGX,No,20190405,Merged,Vanguard US Growth Investor,Vanguard Morgan™ Growth Inv,"4,227,184,334.0000000000","14,788,984,237.0000000000",34,3 Stars,Average,,S&P 500 TR USD,16.4132700000,1.3430000000,1.1200000000,12.7650000000,1.1590000000
American Funds Capital World Bond 529B,American Funds,,FOUSA02UVJ,20020225,World Bond,Taxable Bond,B,No,19870804,CWBFX,No,20170410,Merged,American Funds Capital World Bond 529A,,"47,033.0000000000","14,722,227,415.0000000000",77,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
American Funds Capital World Bond B,American Funds,,FOUSA00IL3,20000315,World Bond,Taxable Bond,B,No,19870804,CWBFX,No,20170410,Merged,American Funds Capital World Bond A,,"931,595.0000000000","14,722,227,415.0000000000",74,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Hartford MidCap B,Hartford Mutual Funds,,FOUSA00KRY,19971231,Mid-Cap Growth,U.S. Equity,B,No,19971231,HMDYX,No,20170918,Merged,Hartford MidCap A,,"1,563,028.0000000000","14,396,639,559.3500000000",38,3 Stars,,,S&P 500 TR USD,,,,,
Delaware Value® B,Delaware Funds by Macquarie,DDVBX,FOUSA02W1B,20020429,Large Value,U.S. Equity,B,No,19980914,DDVIX,No,20140926,Liquidated,,,"2,771,919.0000000000","14,394,439,386.0100000000",9,4 Stars,,,S&P 500 TR USD,,,,,
JPMorgan Income Builder T,JPMorgan,JIBTX,F00000YMIR,20170606,Allocation--30% to 50% Equity,Allocation,T,No,20070531,JNBSX,No,20180606,Liquidated,,JPMorgan Income Builder A,"20,751.0000000000","14,043,816,983.1100000000",32,,,,Morningstar Mod Tgt Risk TR USD,,,,,
Putnam Equity Income M,Putnam,,FOUSA00FF9,19941202,Large Value,U.S. Equity,M,No,19770615,PEYAX,No,20191125,Merged,Putnam Equity Income A,Putnam Equity Income A,"81,744,063.5200000000","13,768,055,256.9800000000",28,4 Stars,Below Average,Bronze,S&P 500 TR USD,11.8706450000," -2.4550000000",0.9810000000,12.1080000000,0.8520000000
Hartford Balanced Income B,Hartford Mutual Funds,,FOUSA05IEG,20060731,Allocation--30% to 50% Equity,Allocation,B,No,20060731,HBLYX,No,20170918,Merged,Hartford Balanced Income A,,"531,932.0000000000","13,755,730,814.2700000000",3,5 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
Vanguard Total World Stock Index Inv,Vanguard,,FOUSA06UOO,20080626,World Large Stock,International Equity,Inv,No,20080624,VT,Yes,20191107,Liquidated,,Vanguard Total World Stock Index Admiral,"3,530,687.0000000000","13,729,153,363.3546000000",40,3 Stars,Below Average,Silver,MSCI ACWI Ex USA NR USD,11.3019740000,3.4800000000,0.9230000000,11.3860000000,0.8530000000
Fidelity® Mid Cap Index Institutional,Fidelity Investments,FSTPX,F00000MJRQ,20110908,Mid-Cap Blend,U.S. Equity,Inst,No,20110908,FSMDX,Yes,20181109,Merged,Fidelity® Mid Cap Index,,"1,461,183,576.0700000000","13,574,744,422.1100000000",40,3 Stars,Above Average,,S&P 500 TR USD,,,,,
Fidelity® Mid Cap Index Investor,Fidelity Investments,FSCLX,F00000MJRR,20110908,Mid-Cap Blend,U.S. Equity,Inv,No,20110908,FSMDX,Yes,20181109,Merged,Fidelity® Mid Cap Index,,"80,996,361.7500000000","13,574,744,422.1100000000",43,3 Stars,Above Average,,S&P 500 TR USD,,,,,
Fidelity® Mid Cap Index Premium,Fidelity Investments,FSCKX,F00000MJRO,20110908,Mid-Cap Blend,U.S. Equity,Other,No,20110908,FSMDX,Yes,20181109,Merged,Fidelity® Mid Cap Index,,"2,147,622,071.5000000000","13,574,744,422.1100000000",40,3 Stars,Above Average,,S&P 500 TR USD,,,,,
BlackRock National Municipal Inv B,BlackRock,MBNLX,FOUSA00DTG,19881021,Muni National Interm,Municipal Bond,B,No,19791102,MANLX,No,20171227,Merged,BlackRock National Municipal Inv A,,,"13,388,938,112.5100000000",48,3 Stars,,,BBgBarc Municipal TR USD,,,,,
Fidelity® Series Growth & Income F,Fidelity Investments,,F00000OWIM,20121206,Large Blend,U.S. Equity,Other,No,20121206,FGLGX,No,20170825,Merged,Fidelity® Series Large Cap Stock,,"7,497,044,219.0000000000","13,358,322,662.4300000000",60,3 Stars,,,S&P 500 TR USD,,,,,
Vanguard Wellesley Income Inv,The Vanguard Group,,F00000MHDN,19700701,USD Moderate Allocation,Allocation,Other,Yes,19700701,,No,20190807,Junk,,,"13,079,450,000.0000000000","13,223,734,000.0000000000",26,4 Stars,Average,,Cat 50%Barclays US Agg TR&50%FTSE Wld TR,6.0936190000,0.7920000000,0.7430000000,4.6320000000,0.9790000000
Invesco Equity and Income B,Invesco,ACEQX,FOUSA00B5W,19920501,Allocation--50% to 70% Equity,Allocation,B,No,19600803,ACEIX,No,20180126,Merged,Invesco Equity and Income A,,,"13,169,358,012.8400000000",33,3 Stars,,,Morningstar Mod Tgt Risk TR USD,,,,,
American Century Equity Income B,American Century Investments,,FOUSA06IE9,20070928,Large Value,U.S. Equity,B,No,19940801,TWEIX,No,20151019,Merged,American Century Equity Income A,,"4,376,590.0000000000","12,893,412,866.1700000000",92,2 Stars,,,S&P 500 TR USD,,,,,
Fidelity® Series Infl-Prtct Bd Idx F,Fidelity Investments,,F000002YIP,20090929,Inflation-Protected Bond,Taxable Bond,Inst,No,20090929,FSIPX,Yes,20170825,Merged,Fidelity® Series Infl-Prtct Bd Idx,,"1,266,294,814.0000000000","12,831,295,521.9500000000",29,4 Stars,,,BBgBarc US Agg Bond TR USD,," -1.6660000000",0.8150000000,,
JPMorgan Managed Income Sel,JPMorgan,,F00000IQUD,20100930,Ultrashort Bond,Taxable Bond,Other,No,20100930,JMGIX,No,20170403,Merged,JPMorgan Managed Income L,,"3,022,831.0000000000","12,782,715,497.0200000000",67,3 Stars,,,BBgBarc US Agg Bond TR USD,,0.3450000000,0.0130000000,,
Vanguard Interm-Term Bond Index Signal,Vanguard,VIBSX,FOUSA05J1C,20070604,Intermediate Core Bond,Taxable Bond,Other,No,19940301,VBIIX,Yes,20141024,Merged,Vanguard Interm-Term Bond Index Adm,,"1,122,446,419.0000000000","12,673,241,720.4000000000",52,3 Stars,,,BBgBarc US Agg Bond TR USD,," -0.3660000000",1.5250000000,,
Fidelity® Series Intrinsic Oppos F,Fidelity Investments,,F00000OWIK,20121206,Mid-Cap Value,U.S. Equity,Other,No,20121206,FDMLX,No,20170825,Merged,Fidelity® Series Intrinsic Opps,,"7,490,101,361.0000000000","12,565,059,993.8500000000",11,5 Stars,,,S&P 500 TR USD,,,,,
Principal Diversified Intl B,Principal Funds,PRBWX,FOUSA05C2C,20050628,Foreign Large Blend,International Equity,B,No,20001206,PINPX,No,20150223,Merged,Principal Diversified Intl A,,"3,626,691.0000000000","12,349,639,985.2100000000",72,2 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
Principal Diversified Intl P,Principal Funds,,F00000J8TT,20100927,Foreign Large Blend,International Equity,Other,No,20001206,PINPX,No,20170623,Merged,Principal Diversified Intl Inst,,"10,166,038.0000000000","12,349,639,985.2100000000",25,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
PIMCO Foreign Bond (USD-Hedged) B,PIMCO,PFOBX,FOUSA00JBQ,19970120,World Bond-USD Hedged,Taxable Bond,B,No,19921202,PFORX,No,20150325,Merged,PIMCO International Bond (USD-Hdg) A,,"47,930.0000000000","12,319,127,915.8200000000",5,5 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
PIMCO Foreign Bond (USD-Hedged) D,PIMCO,PFODX,FOUSA00I68,19980408,World Bond-USD Hedged,Taxable Bond,D,No,19921202,PFORX,No,20180323,Merged,PIMCO International Bond (USD-Hdg) A,,"1,046,056,292.0000000000","12,319,127,915.8200000000",38,4 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Prudential High-Yield X,PGIM Funds (Prudential),,FOUSA06BBW,20070326,High Yield Bond,Taxable Bond,Other,No,19790329,PBHYX,No,20140411,Merged,PGIM High Yield A,,"1,764.0000000000","11,877,257,864.6400000000",63,2 Stars,,,BBgBarc US Agg Bond TR USD,,,,,
Invesco American Franchise B,Invesco,VAFBX,FOUSA05CMC,20050623,Large Growth,U.S. Equity,B,No,20050623,VAFIX,No,20180126,Merged,Invesco American Franchise A,,,"11,670,132,828.0500000000",58,3 Stars,,,S&P 500 TR USD,,,,,
Invesco High Yield Municipal B,Invesco,ACTGX,FOUSA00B6X,19920720,High Yield Muni,Municipal Bond,B,No,19860102,ACTHX,No,20180126,Merged,Invesco High Yield Municipal A,,,"11,267,216,605.7500000000",9,5 Stars,,,BBgBarc Municipal TR USD,,,,,
Fidelity® Series Growth Company F,Fidelity Investments,,F00000Q87T,20131107,Large Growth,U.S. Equity,Other,No,20131107,FCGSX,No,20170825,Merged,Fidelity® Series Growth Company,,"6,551,008,195.0000000000","11,264,836,889.1200000000",1,5 Stars,,,S&P 500 TR USD,,,,,
Templeton Growth C1,Franklin Templeton Investments,TEGTX,FOUSA00FOO,19950501,World Large Stock,International Equity,C,No,19541129,TEPLX,No,20181005,Merged,Templeton Growth C,Templeton Growth A,"555,432,746.0800000000","11,148,054,319.1200000000",87,2 Stars,Average,,MSCI ACWI Ex USA NR USD,," -0.1520000000",0.9720000000,,
Invesco Comstock B,Invesco,ACSWX,FOUSA00B50,19921019,Large Value,U.S. Equity,B,No,19681007,ACSTX,No,20180126,Merged,Invesco Comstock A,,,"11,013,211,303.2700000000",38,3 Stars,,,S&P 500 TR USD,,,,,
Franklin Federal Tax Free Income M,Franklin Templeton Investments,,F00001021A,20180201,Muni National Long,Municipal Bond,M,No,19831007,FKTIX,No,20180608,Liquidated,,,,"10,983,591,828.0700000000",88,,,,BBgBarc Municipal TR USD,,,,,
Oppenheimer Global B,Invesco,OGLBX,FOUSA00CJ7,19930817,World Large Stock,International Equity,B,No,19691222,OPPAX,No,20180601,Merged,Oppenheimer Global A,Invesco Oppenheimer Global A,"1,240,259.5500000000","10,919,061,777.3600000000",26,4 Stars,,,MSCI ACWI Ex USA NR USD,,,,,
AB Large Cap Growth B,AllianceBernstein,,FOUSA00B91,19920928,Large Growth,U.S. Equity,B,No,19920928,APGAX,No,20191107,Liquidated,,AB Large Cap Growth A,"14,245,048.2900000000","10,829,247,392.5000000000",24,4 Stars,Average,Neutral,S&P 500 TR USD,18.4516030000,4.0100000000,0.9270000000,11.9630000000,1.3430000000
